bssid,ssid,signal_strength,channel,frequency,encryption,vendor,timestamp,is_rogue
bd:d5:ab:7a:1a:0c,Free_Net,-13.9,2,2417,WEP,Test,2025-12-07 16:07:47,1
d5:43:f2:b1:d7:e3,Company_896,-53.2,153,5765,WPA2,Zyxel,2025-12-07 16:07:47,0
c4:0a:38:06:16:43,Home_Network_745,-48.2,157,5785,WPA2,Aruba,2025-12-07 16:07:47,0
12:ce:ea:72:98:fd,Main_406,-52.5,48,5240,WPA,Microsoft,2025-12-07 16:07:47,0
31:42:ee:c9:ce:72,Connect_Here,-17.8,3,2422,Open,Public,2025-12-07 16:07:47,1
3c:43:0f:9c:ab:87,Free_Access,-45.0,8,2447,WEP,Test,2025-12-07 16:07:47,1
31:d8:68:14:1e:05,Server_111,-44.5,153,5765,WPA2/WPA3,D-Link,2025-12-07 16:07:47,0
55:b9:b3:9f:49:03,Private_110,-49.7,157,5785,WPA2,Motorola,2025-12-07 16:07:47,0
48:64:2f:c4:8d:c9,Guest_339,-43.9,165,5825,WPA2/WPA3,D-Link,2025-12-07 16:07:47,0
db:3e:42:90:ae:bf,Work_647,-49.3,44,5220,WPA2/WPA3,Intel,2025-12-07 16:07:47,0
0d:34:e8:a1:07:aa,Internet_Access,-22.7,7,2442,WEP,Public,2025-12-07 16:07:47,1
74:71:88:b1:bc:f5,Home_Network_980,-55.6,48,5240,WPA3,Intel,2025-12-07 16:07:47,0
a8:96:46:2b:f3:b5,WLAN_262,-72.9,157,5785,WPA,Meraki,2025-12-07 16:07:47,0
a9:d3:a5:c4:b8:0c,Public_Access,-14.2,8,2447,WEP,Suspicious,2025-12-07 16:07:47,1
ba:ba:a3:f3:9a:c1,Guest_Access,-14.2,9,2452,WEP,Free,2025-12-07 16:07:47,1
53:bf:be:4a:a4:b1,Router_91,-43.5,149,5745,WPA,Apple,2025-12-07 16:07:47,0
5d:c7:d4:cf:c3:0c,Guest_WiFi,-18.1,14,2477,Open,Public,2025-12-07 16:07:47,1
f0:71:4b:26:dc:b2,Staff_399,-50.4,153,5765,WPA2/WPA3,Ubiquiti,2025-12-07 16:07:47,0
98:2c:be:11:1e:4c,Server_414,-52.7,6,2437,WPA2/WPA3,Intel,2025-12-07 16:07:47,0
47:fd:67:e9:eb:16,MainOffice_394,-40.9,165,5825,WPA3,Buffalo,2025-12-07 16:07:47,0
99:b8:46:8e:a4:e7,Server_797,-45.8,157,5785,WPA3,Buffalo,2025-12-07 16:07:47,0
cb:a6:8d:ea:06:d6,Secure_Network_328,-48.8,6,2437,WPA,Apple,2025-12-07 16:07:47,0
e4:bd:f4:37:9f:aa,MainOffice_230,-53.1,1,2412,WPA,Buffalo,2025-12-07 16:07:47,0
19:71:c4:73:b9:f6,Network_425,-28.2,36,5180,WPA3,Google,2025-12-07 16:07:47,0
82:86:15:67:bb:7c,Open_Access,-20.0,2,2417,WEP,Demo,2025-12-07 16:07:47,1
74:53:d8:8e:f9:2e,Private_691,-27.3,48,5240,WPA3,Apple,2025-12-07 16:07:47,0
e4:7a:4f:16:91:7d,Company_348,-56.3,149,5745,WPA2,Zyxel,2025-12-07 16:07:47,0
7b:5f:87:8e:cc:80,Unlimited_WiFi,-30.7,2,2417,WEP,Demo,2025-12-07 16:07:47,1
da:95:86:d2:f2:96,WLAN_655,-46.2,161,5805,WPA2/WPA3,Ruckus,2025-12-07 16:07:47,0
51:30:47:a9:36:3b,Home_Network_466,-51.7,1,2412,WPA2/WPA3,Linksys,2025-12-07 16:07:47,0
0b:f5:20:4e:6e:21,Corporate_89,-66.4,149,5745,WPA2/WPA3,Motorola,2025-12-07 16:07:47,0
14:e0:07:94:e6:69,Work_172,-53.6,36,5180,WPA2/WPA3,Motorola,2025-12-07 16:07:47,0
e1:37:55:28:96:2b,Work_768,-33.1,36,5180,WPA2/WPA3,Meraki,2025-12-07 16:07:47,0
0f:93:94:a9:0e:33,LAN_401,-57.1,157,5785,WPA,TP-Link,2025-12-07 16:07:47,0
6f:fb:29:37:07:15,Admin_438,-37.5,11,2462,WPA3,Linksys,2025-12-07 16:07:47,0
96:3c:ac:ac:37:17,Access_131,-54.4,165,5825,WPA3,Qualcomm,2025-12-07 16:07:47,0
f8:27:e9:31:17:cf,Main_548,-60.0,11,2462,WPA2,TP-Link,2025-12-07 16:07:47,0
0b:46:26:52:94:dc,Main_421,-46.6,157,5785,WPA2/WPA3,Meraki,2025-12-07 16:07:47,0
98:a0:6a:a5:2c:6f,Public_WiFi,-39.5,10,2457,Open,Unknown,2025-12-07 16:07:47,1
5e:95:4b:8d:64:10,Public_Network,-24.2,13,2472,,Unidentified,2025-12-07 16:07:47,1
74:57:11:f7:7f:a4,Family_217,-37.9,165,5825,WPA3,Cisco,2025-12-07 16:07:47,0
e7:15:00:ed:94:55,Work_554,-44.3,36,5180,WPA,Apple,2025-12-07 16:07:47,0
db:d3:92:c7:12:de,Office_WiFi_33,-57.6,165,5825,WPA2,D-Link,2025-12-07 16:07:47,0
28:ba:cb:51:69:5d,Router_403,-62.8,149,5745,WPA2/WPA3,Ruckus,2025-12-07 16:07:47,0
74:35:42:f3:62:8c,Company_638,-45.2,36,5180,WPA,Huawei,2025-12-07 16:07:47,0
cc:84:80:f5:fd:61,Internet_Access,-29.1,5,2432,,Unknown,2025-12-07 16:07:47,1
53:ba:53:cd:8d:e3,Connect_Here,-20.8,3,2422,,Suspicious,2025-12-07 16:07:47,1
5e:26:5a:4c:72:c7,Home_Network_538,-36.5,165,5825,WPA2/WPA3,Buffalo,2025-12-07 16:07:47,0
3d:0c:81:a1:8f:d0,Access_671,-50.2,149,5745,WPA3,Cisco,2025-12-07 16:07:47,0
ce:71:5d:23:ef:97,Network_265,-50.2,1,2412,WPA3,Ruckus,2025-12-07 16:07:47,0
10:b6:0c:9c:a3:1e,Main_893,-49.5,157,5785,WPA2/WPA3,Apple,2025-12-07 16:07:47,0
db:aa:0b:f1:58:af,Private_601,-45.6,48,5240,WPA3,Intel,2025-12-07 16:07:47,0
a0:e6:52:5c:98:05,Secure_Network_499,-36.6,36,5180,WPA,Aruba,2025-12-07 16:07:47,0
d2:3e:b3:65:59:91,Server_574,-30.5,40,5200,WPA2/WPA3,TP-Link,2025-12-07 16:07:47,0
a2:b9:c7:39:55:4c,Staff_29,-52.1,149,5745,WPA3,Microsoft,2025-12-07 16:07:47,0
99:46:66:32:c7:b2,LAN_659,-36.5,40,5200,WPA2,Meraki,2025-12-07 16:07:47,0
12:78:71:e7:2c:87,Public_Connection,-22.5,2,2417,,Suspicious,2025-12-07 16:07:47,1
2f:21:80:75:dd:f6,WLAN_88,-59.7,36,5180,WPA2,Ubiquiti,2025-12-07 16:07:47,0
df:28:f4:99:4c:41,Admin_540,-52.9,6,2437,WPA2/WPA3,Huawei,2025-12-07 16:07:47,0
4d:e4:bd:59:85:78,Private_760,-45.5,157,5785,WPA3,Google,2025-12-07 16:07:47,0
c6:3c:86:85:e4:6d,Private_256,-44.3,1,2412,WPA3,Xiaomi,2025-12-07 16:07:47,0
a7:b4:a9:2e:09:09,Access_645,-51.9,44,5220,WPA2,Cisco,2025-12-07 16:07:47,0
61:3d:91:56:d3:a4,Admin_222,-49.0,44,5220,WPA,Google,2025-12-07 16:07:47,0
8f:ad:d8:ba:a2:93,Network_724,-62.9,153,5765,WPA2/WPA3,Intel,2025-12-07 16:07:47,0
8e:4f:6e:ac:34:2f,Home_Network_829,-42.2,11,2462,WPA,Ubiquiti,2025-12-07 16:07:47,0
a3:92:90:92:a8:73,LAN_831,-69.2,161,5805,WPA3,Netgear,2025-12-07 16:07:47,0
7d:11:9c:da:90:1b,LAN_798,-41.9,157,5785,WPA,Motorola,2025-12-07 16:07:47,0
b9:12:c4:e8:96:59,Free_Internet,-24.2,5,2432,WEP,Unknown,2025-12-07 16:07:47,1
47:4c:52:6b:7b:29,Private_154,-51.6,149,5745,WPA2/WPA3,Amazon,2025-12-07 16:07:47,0
54:25:82:3e:3c:14,Free_Connection,-14.6,12,2467,,Test,2025-12-07 16:07:47,1
ea:a6:2f:88:99:9c,LAN_965,-44.9,149,5745,WPA3,Google,2025-12-07 16:07:47,0
54:0d:31:0a:8c:62,Router_438,-34.8,44,5220,WPA,Apple,2025-12-07 16:07:47,0
6a:80:95:5c:17:8e,Main_974,-30.3,1,2412,WPA,Qualcomm,2025-12-07 16:07:47,0
1b:4d:4c:9b:2b:7f,Secure_Network_842,-38.0,48,5240,WPA,Linksys,2025-12-07 16:07:47,0
de:9c:87:58:92:64,Server_831,-49.4,1,2412,WPA3,Huawei,2025-12-07 16:07:47,0
d2:97:5b:ea:50:0c,Main_450,-34.7,36,5180,WPA2/WPA3,TP-Link,2025-12-07 16:07:47,0
a9:45:54:f2:05:a2,LAN_532,-49.1,149,5745,WPA,Belkin,2025-12-07 16:07:47,0
e3:76:32:92:4d:d9,Public_Net,-26.1,7,2442,WEP,Public,2025-12-07 16:07:47,1
75:c4:2a:d7:70:2c,Staff_563,-42.3,153,5765,WPA,Apple,2025-12-07 16:07:47,0
8c:4c:cf:c1:3e:78,Network_652,-41.6,6,2437,WPA2/WPA3,Samsung,2025-12-07 16:07:47,0
73:b3:dc:f4:9b:74,Office_WiFi_741,-42.6,6,2437,WPA2,Xiaomi,2025-12-07 16:07:47,0
96:5f:7e:44:89:c8,Access_608,-36.0,36,5180,WPA3,Ruckus,2025-12-07 16:07:47,0
2e:80:a5:53:3f:2e,Guest_184,-27.1,157,5785,WPA3,Huawei,2025-12-07 16:07:47,0
27:2f:1c:a1:e1:0f,Company_27,-34.8,161,5805,WPA,Microsoft,2025-12-07 16:07:47,0
22:1c:89:cf:d4:43,Staff_543,-42.5,157,5785,WPA3,Intel,2025-12-07 16:07:47,0
f3:f4:66:93:a4:92,Server_6,-44.3,11,2462,WPA,Microsoft,2025-12-07 16:07:47,0
fd:ae:af:bd:bc:0d,Router_676,-29.0,149,5745,WPA2/WPA3,Ruckus,2025-12-07 16:07:47,0
98:a9:2c:19:37:d5,Router_669,-60.4,1,2412,WPA3,Netgear,2025-12-07 16:07:47,0
a4:c8:69:30:e2:4d,Family_526,-72.9,6,2437,WPA3,Belkin,2025-12-07 16:07:47,0
24:d5:29:f5:42:8a,Secure_Network_506,-48.6,157,5785,WPA2,Ruckus,2025-12-07 16:07:47,0
ed:9a:d1:3b:47:17,Corporate_938,-52.8,161,5805,WPA2,Microsoft,2025-12-07 16:07:47,0
01:16:06:7d:17:f1,MainOffice_916,-49.2,161,5805,WPA2,Buffalo,2025-12-07 16:07:47,0
fd:a7:1f:e7:dc:f6,Free_Access,-16.3,9,2452,,Anonymous,2025-12-07 16:07:47,1
9c:28:29:d9:75:5b,Guest_Access,-31.1,2,2417,Open,Anonymous,2025-12-07 16:07:47,1
7a:7c:6c:bf:73:fa,Main_47,-44.0,6,2437,WPA2,ASUS,2025-12-07 16:07:47,0
2e:26:33:83:76:e9,Private_929,-39.7,157,5785,WPA,D-Link,2025-12-07 16:07:47,0
1d:96:50:be:3a:93,Staff_992,-46.8,6,2437,WPA,Cisco,2025-12-07 16:07:47,0
ab:5d:bd:cc:69:e8,Public_Access,-23.4,8,2447,Open,Test,2025-12-07 16:07:47,1
20:d3:52:63:7f:5b,Router_730,-73.9,157,5785,WPA2,Linksys,2025-12-07 16:07:47,0
c1:9e:71:dc:02:9e,WLAN_319,-56.7,48,5240,WPA,Aruba,2025-12-07 16:07:47,0
fc:ad:ef:43:2d:a2,Work_595,-54.1,40,5200,WPA3,Samsung,2025-12-07 16:07:47,0
d0:31:68:77:f3:43,MainOffice_262,-27.6,11,2462,WPA,Belkin,2025-12-07 16:07:47,0
d6:a7:c4:aa:38:49,Main_982,-57.8,157,5785,WPA3,Google,2025-12-07 16:07:47,0
f9:2c:f3:81:2f:2a,Staff_972,-61.7,1,2412,WPA,Netgear,2025-12-07 16:07:47,0
cd:7a:eb:90:59:b4,Router_38,-40.7,6,2437,WPA3,Ruckus,2025-12-07 16:07:47,0
41:73:56:36:ce:df,Internet_Access,-24.2,13,2472,Open,Public,2025-12-07 16:07:47,1
e8:ea:b9:6e:c0:23,Internet_Access,-18.2,2,2417,,Test,2025-12-07 16:07:47,1
36:17:e5:1e:ce:21,Access_422,-43.1,44,5220,WPA,Google,2025-12-07 16:07:47,0
4e:e8:69:88:84:f8,Work_537,-54.7,11,2462,WPA2/WPA3,Zyxel,2025-12-07 16:07:47,0
86:ed:67:0d:48:99,Family_809,-59.9,149,5745,WPA,Amazon,2025-12-07 16:07:47,0
e3:4e:67:ca:3d:19,Server_198,-57.2,36,5180,WPA2,Amazon,2025-12-07 16:07:47,0
9a:24:d2:7f:93:7d,Staff_893,-61.1,48,5240,WPA3,Aruba,2025-12-07 16:07:47,0
2d:a1:44:99:07:8b,Open_WiFi,-23.1,4,2427,Open,Unidentified,2025-12-07 16:07:47,1
15:13:37:16:28:91,Company_195,-59.1,165,5825,WPA,TP-Link,2025-12-07 16:07:47,0
c1:fe:22:70:49:37,Company_108,-25.4,6,2437,WPA2/WPA3,Google,2025-12-07 16:07:47,0
93:d2:7d:41:17:a3,Admin_27,-48.2,48,5240,WPA2/WPA3,ASUS,2025-12-07 16:07:47,0
09:2a:3b:a7:cb:e5,Home_Network_261,-33.3,157,5785,WPA3,Xiaomi,2025-12-07 16:07:47,0
60:eb:bb:b6:5b:d4,Open_Network,-26.8,2,2417,,Public,2025-12-07 16:07:47,1
05:80:3a:45:a7:ed,Access_352,-44.8,36,5180,WPA,Netgear,2025-12-07 16:07:47,0
7a:75:90:97:18:76,LAN_499,-44.7,157,5785,WPA,D-Link,2025-12-07 16:07:47,0
fe:a0:db:8e:6d:10,Home_Network_532,-39.5,40,5200,WPA2,Qualcomm,2025-12-07 16:07:47,0
42:44:87:41:b8:fc,Network_137,-74.2,36,5180,WPA3,Amazon,2025-12-07 16:07:47,0
1b:c0:5a:73:b5:31,Open_WiFi,-21.9,7,2442,WEP,Generic,2025-12-07 16:07:47,1
52:45:68:70:51:3e,LAN_213,-32.1,161,5805,WPA3,Linksys,2025-12-07 16:07:47,0
2d:36:60:e5:72:09,Network_454,-58.6,149,5745,WPA,Amazon,2025-12-07 16:07:47,0
cd:80:f6:c9:17:b4,Staff_837,-47.7,165,5825,WPA,Aruba,2025-12-07 16:07:47,0
c9:1f:dc:e8:79:fb,Open_Network,-32.6,2,2417,WEP,Unknown,2025-12-07 16:07:47,1
c6:7e:e5:12:b3:89,LAN_379,-36.8,161,5805,WPA2,ASUS,2025-12-07 16:07:47,0
4c:94:ff:9d:22:8c,Admin_854,-66.6,48,5240,WPA,ASUS,2025-12-07 16:07:47,0
5e:8f:8c:d0:f9:c0,Open_Network,-19.5,14,2477,WEP,Guest,2025-12-07 16:07:47,1
aa:62:cc:f9:96:54,Free_Net,-22.5,10,2457,WEP,Test,2025-12-07 16:07:47,1
6a:27:c6:8d:42:c5,Work_171,-46.2,48,5240,WPA2,Intel,2025-12-07 16:07:47,0
74:1f:c6:d6:f3:78,Router_88,-53.7,153,5765,WPA,Google,2025-12-07 16:07:47,0
a4:ee:e2:e2:6d:f2,WLAN_312,-41.1,36,5180,WPA,Google,2025-12-07 16:07:47,0
75:45:4f:1e:81:2d,WLAN_630,-52.1,153,5765,WPA3,Microsoft,2025-12-07 16:07:47,0
91:21:8c:51:1f:48,Staff_659,-44.9,44,5220,WPA2/WPA3,Amazon,2025-12-07 16:07:47,0
36:aa:02:ce:e0:85,Public_WiFi,-15.5,8,2447,Open,Unknown,2025-12-07 16:07:47,1
e9:34:c8:e2:2f:89,Free_Net,-7.8,9,2452,WEP,Unknown,2025-12-07 16:07:47,1
77:26:67:45:37:4f,Network_718,-42.9,44,5220,WPA,Motorola,2025-12-07 16:07:47,0
d7:bb:45:0c:7e:36,Public_Access,-28.4,4,2427,WEP,Public,2025-12-07 16:07:47,1
19:48:09:92:0a:87,Network_103,-33.6,149,5745,WPA3,Linksys,2025-12-07 16:07:47,0
89:1a:9f:66:fb:28,Router_233,-46.2,48,5240,WPA2/WPA3,Xiaomi,2025-12-07 16:07:47,0
66:5c:0d:ec:6b:e0,LAN_386,-42.4,48,5240,WPA2/WPA3,ASUS,2025-12-07 16:07:47,0
cd:2c:d3:b6:ad:0b,Office_WiFi_408,-41.3,11,2462,WPA3,Belkin,2025-12-07 16:07:47,0
b9:39:c3:83:45:a8,Free_Net,-35.1,4,2427,,Suspicious,2025-12-07 16:07:47,1
4a:fa:f8:d5:7a:7d,Free_WiFi,-37.6,14,2477,WEP,Generic,2025-12-07 16:07:47,1
4f:8c:0d:fd:72:70,Guest_231,-62.2,1,2412,WPA3,Apple,2025-12-07 16:07:47,0
71:2a:e1:eb:dc:ab,Work_585,-48.2,11,2462,WPA3,Google,2025-12-07 16:07:47,0
8e:91:fa:9c:ff:7b,LAN_15,-72.9,6,2437,WPA2/WPA3,Microsoft,2025-12-07 16:07:47,0
5f:1e:85:23:b0:a5,Server_614,-48.6,149,5745,WPA2/WPA3,Google,2025-12-07 16:07:47,0
2c:f7:42:58:66:50,Staff_816,-56.3,11,2462,WPA3,Zyxel,2025-12-07 16:07:47,0
94:74:55:4b:30:33,Private_484,-49.7,1,2412,WPA2,Google,2025-12-07 16:07:47,0
e2:32:ee:ee:c6:30,Office_WiFi_314,-35.3,149,5745,WPA3,Netgear,2025-12-07 16:07:47,0
e5:f7:85:44:b2:95,Free_Net,-13.2,10,2457,WEP,Test,2025-12-07 16:07:47,1
47:19:70:51:f0:6a,Access_383,-56.8,157,5785,WPA3,Meraki,2025-12-07 16:07:47,0
d7:83:7d:9e:9c:d3,LAN_417,-68.5,11,2462,WPA3,Huawei,2025-12-07 16:07:47,0
1c:dc:fd:eb:3d:a5,MainOffice_998,-42.8,165,5825,WPA3,Ruckus,2025-12-07 16:07:47,0
08:7b:69:22:33:11,Private_960,-37.4,1,2412,WPA,Amazon,2025-12-07 16:07:47,0
bb:af:53:a7:35:ff,Free_Internet,-18.6,7,2442,Open,Public,2025-12-07 16:07:47,1
97:16:50:20:ba:fe,Work_388,-73.4,149,5745,WPA,Intel,2025-12-07 16:07:47,0
33:01:a3:e2:f6:42,Corporate_460,-42.1,165,5825,WPA2/WPA3,Zyxel,2025-12-07 16:07:47,0
af:dc:40:d8:01:fe,Free_Access,-35.6,14,2477,WEP,Suspicious,2025-12-07 16:07:47,1
c3:4a:c1:07:9c:5e,Family_532,-43.7,157,5785,WPA3,Linksys,2025-12-07 16:07:47,0
0d:e3:a6:e4:62:31,LAN_168,-33.8,36,5180,WPA,D-Link,2025-12-07 16:07:47,0
9d:a9:f5:4f:7c:1c,Staff_143,-59.8,157,5785,WPA,Cisco,2025-12-07 16:07:47,0
a4:6a:7a:e5:c5:84,Access_987,-42.7,40,5200,WPA3,Microsoft,2025-12-07 16:07:47,0
66:87:45:a1:d9:3d,Main_168,-52.9,149,5745,WPA3,Ruckus,2025-12-07 16:07:47,0
ec:f9:7b:89:28:57,Guest_708,-32.6,11,2462,WPA,Apple,2025-12-07 16:07:47,0
63:4d:51:0d:28:55,Server_913,-75.6,11,2462,WPA2,Aruba,2025-12-07 16:07:47,0
91:fc:92:a7:e5:57,Home_Network_494,-66.7,161,5805,WPA3,Microsoft,2025-12-07 16:07:47,0
92:7a:92:ab:46:b5,Staff_803,-67.4,44,5220,WPA2/WPA3,Intel,2025-12-07 16:07:47,0
57:4a:2d:da:b5:cc,Public_Access,-22.6,3,2422,,Public,2025-12-07 16:07:47,1
d6:6c:b6:9d:ef:c9,Access_634,-57.0,48,5240,WPA2,Amazon,2025-12-07 16:07:47,0
79:08:aa:9b:28:b3,Work_530,-47.5,44,5220,WPA2/WPA3,Aruba,2025-12-07 16:07:47,0
56:b9:78:58:10:64,Home_Network_153,-43.2,6,2437,WPA3,Apple,2025-12-07 16:07:47,0
b7:d7:e4:eb:27:9c,Office_WiFi_158,-47.7,44,5220,WPA,Samsung,2025-12-07 16:07:47,0
68:ab:99:d1:87:15,Office_WiFi_79,-60.9,6,2437,WPA,Ubiquiti,2025-12-07 16:07:47,0
6e:24:7a:a8:95:7a,Home_Network_709,-52.7,153,5765,WPA2,Meraki,2025-12-07 16:07:47,0
cb:91:92:91:85:37,Network_550,-63.1,11,2462,WPA2/WPA3,Intel,2025-12-07 16:07:47,0
e3:77:f8:cc:29:b2,Router_18,-56.3,1,2412,WPA2/WPA3,Intel,2025-12-07 16:07:47,0
6d:77:e1:1d:a6:42,MainOffice_985,-53.5,40,5200,WPA2/WPA3,Xiaomi,2025-12-07 16:07:47,0
9b:5b:57:2b:3b:34,Office_WiFi_580,-36.0,165,5825,WPA2/WPA3,Cisco,2025-12-07 16:07:47,0
68:26:cd:51:b7:17,Family_487,-47.7,161,5805,WPA2,Huawei,2025-12-07 16:07:47,0
a1:3d:5e:62:6e:f7,LAN_314,-64.4,36,5180,WPA2,Belkin,2025-12-07 16:07:47,0
77:87:65:d9:3a:73,WLAN_724,-31.5,165,5825,WPA,Linksys,2025-12-07 16:07:47,0
1d:69:33:6e:e3:db,Home_Network_524,-42.5,161,5805,WPA2/WPA3,D-Link,2025-12-07 16:07:47,0
e5:9a:3d:45:cd:38,Server_45,-44.9,157,5785,WPA2/WPA3,Buffalo,2025-12-07 16:07:47,0
66:27:69:2a:eb:94,Free_Access,-32.3,3,2422,WEP,Free,2025-12-07 16:07:47,1
ba:cf:f4:57:b0:4f,WLAN_598,-39.8,11,2462,WPA2,Motorola,2025-12-07 16:07:47,0
39:5f:1c:06:6f:8c,Unsecured,-25.5,13,2472,WEP,Generic,2025-12-07 16:07:47,1
59:d0:36:25:96:ae,Access_953,-28.9,157,5785,WPA2,Motorola,2025-12-07 16:07:47,0
f7:c2:f9:b8:67:41,Connect_Here,-20.1,9,2452,WEP,Free,2025-12-07 16:07:47,1
9f:14:e3:f8:51:d2,Corporate_153,-63.4,6,2437,WPA2,Meraki,2025-12-07 16:07:47,0
79:4a:bb:be:b2:09,Company_479,-49.8,157,5785,WPA2/WPA3,D-Link,2025-12-07 16:07:47,0
76:1f:bf:95:90:2c,Access_88,-51.9,1,2412,WPA3,Belkin,2025-12-07 16:07:47,0
70:0b:3e:d6:e8:c3,Guest_Access,-28.5,3,2422,Open,Unidentified,2025-12-07 16:07:47,1
c9:b6:c8:61:a9:ac,Private_140,-56.6,36,5180,WPA,Ubiquiti,2025-12-07 16:07:47,0
80:5b:18:96:c0:c0,MainOffice_26,-53.9,40,5200,WPA3,Zyxel,2025-12-07 16:07:47,0
93:2d:5f:cf:99:24,Private_253,-50.4,165,5825,WPA3,Aruba,2025-12-07 16:07:47,0
47:3b:9d:0c:cd:70,Private_706,-45.0,165,5825,WPA,Netgear,2025-12-07 16:07:47,0
fe:fc:8b:be:5c:bd,Network_450,-56.0,40,5200,WPA,Huawei,2025-12-07 16:07:47,0
9d:e3:1a:02:18:c1,Admin_857,-63.0,161,5805,WPA2,Aruba,2025-12-07 16:07:47,0
da:2c:86:80:6e:a4,Admin_208,-54.4,36,5180,WPA3,TP-Link,2025-12-07 16:07:47,0
7f:91:f9:4a:96:85,Unlimited_WiFi,-45.4,10,2457,WEP,Test,2025-12-07 16:07:47,1
62:01:c4:ce:5d:6d,Admin_951,-66.0,36,5180,WPA2,Huawei,2025-12-07 16:07:47,0
a8:80:15:99:96:ac,Free_Net,-38.9,4,2427,,Unidentified,2025-12-07 16:07:47,1
59:01:08:20:c5:ec,Private_836,-36.7,1,2412,WPA3,Buffalo,2025-12-07 16:07:47,0
2e:46:f9:97:c5:5e,Staff_472,-47.7,149,5745,WPA2/WPA3,Qualcomm,2025-12-07 16:07:47,0
ef:29:51:1e:6a:b9,LAN_523,-59.2,157,5785,WPA2/WPA3,Xiaomi,2025-12-07 16:07:47,0
db:7e:48:b7:2d:00,Staff_428,-42.7,6,2437,WPA2/WPA3,Google,2025-12-07 16:07:47,0
eb:73:39:c0:62:71,Free_WiFi,-17.0,13,2472,,Generic,2025-12-07 16:07:47,1
ee:e2:59:a6:a8:11,Free_Access,-34.8,7,2442,,Unknown,2025-12-07 16:07:47,1
97:b9:09:44:c5:92,Home_Network_695,-44.0,48,5240,WPA3,Google,2025-12-07 16:07:47,0
ae:51:47:69:ca:29,Admin_352,-81.1,161,5805,WPA3,Amazon,2025-12-07 16:07:47,0
b1:57:e8:5b:27:cf,Unlimited_WiFi,-41.3,8,2447,Open,Suspicious,2025-12-07 16:07:47,1
cc:1d:29:3d:61:ba,Main_453,-23.8,149,5745,WPA,Meraki,2025-12-07 16:07:47,0
26:ed:bd:fa:da:3d,Family_180,-39.5,149,5745,WPA2,ASUS,2025-12-07 16:07:47,0
e8:cf:55:4f:f2:7f,Secure_Network_618,-52.2,153,5765,WPA,Intel,2025-12-07 16:07:47,0
73:90:00:e4:a5:33,Secure_Network_307,-36.7,165,5825,WPA2,Qualcomm,2025-12-07 16:07:47,0
3a:de:48:0f:39:d4,Guest_203,-64.0,44,5220,WPA3,Google,2025-12-07 16:07:47,0
77:b6:a4:42:68:87,Staff_451,-50.7,1,2412,WPA2,Ubiquiti,2025-12-07 16:07:47,0
ca:0b:6e:4a:61:a5,Private_173,-54.4,48,5240,WPA3,Aruba,2025-12-07 16:07:47,0
44:9f:8e:25:0c:d5,Network_628,-61.9,36,5180,WPA2,Aruba,2025-12-07 16:07:47,0
60:94:f8:71:23:37,Open_WiFi,-20.2,14,2477,WEP,Unknown,2025-12-07 16:07:47,1
60:04:58:c3:65:54,Free_Connection,-35.3,14,2477,WEP,Demo,2025-12-07 16:07:47,1
58:58:8e:e8:8a:a3,Access_508,-75.6,40,5200,WPA2,Google,2025-12-07 16:07:47,0
20:17:91:53:81:6f,Company_77,-64.8,11,2462,WPA2,Zyxel,2025-12-07 16:07:47,0
f1:53:8f:94:b8:5a,Public_Net,-36.9,12,2467,,Suspicious,2025-12-07 16:07:47,1
ad:f5:80:f4:f4:f7,Main_941,-44.4,36,5180,WPA2/WPA3,Cisco,2025-12-07 16:07:47,0
ed:45:8e:10:5a:37,MainOffice_667,-55.0,48,5240,WPA2/WPA3,Ruckus,2025-12-07 16:07:47,0
fc:69:f0:e2:b7:71,Company_313,-47.3,157,5785,WPA2,Samsung,2025-12-07 16:07:47,0
85:91:b0:49:d4:92,Private_269,-35.8,44,5220,WPA3,Meraki,2025-12-07 16:07:47,0
25:e9:d4:63:c4:fd,Home_Network_151,-51.4,1,2412,WPA3,Xiaomi,2025-12-07 16:07:47,0
83:82:c3:29:34:7b,Private_427,-51.1,6,2437,WPA2/WPA3,Aruba,2025-12-07 16:07:47,0
56:72:6c:f0:2f:e5,Office_WiFi_452,-62.9,6,2437,WPA3,Ubiquiti,2025-12-07 16:07:47,0
ac:43:c0:4e:53:5c,Server_520,-59.4,165,5825,WPA2,Intel,2025-12-07 16:07:47,0
b9:fd:f2:67:1e:c6,Unlimited_WiFi,-35.4,4,2427,,Free,2025-12-07 16:07:47,1
0a:a7:d6:ae:00:f6,Staff_643,-54.5,153,5765,WPA2,D-Link,2025-12-07 16:07:47,0
d0:c2:06:78:d1:34,Staff_632,-66.4,1,2412,WPA2/WPA3,Qualcomm,2025-12-07 16:07:47,0
3a:4c:b1:61:cb:51,Guest_986,-75.6,48,5240,WPA2/WPA3,D-Link,2025-12-07 16:07:47,0
a5:df:73:57:2d:61,Office_WiFi_230,-58.2,1,2412,WPA3,ASUS,2025-12-07 16:07:47,0
fb:dc:44:ca:6e:e7,LAN_584,-46.0,165,5825,WPA2,Qualcomm,2025-12-07 16:07:47,0
38:0d:43:07:b7:79,Family_284,-45.2,11,2462,WPA2/WPA3,Cisco,2025-12-07 16:07:47,0
72:0f:8e:23:6c:89,Network_817,-49.8,165,5825,WPA2,Apple,2025-12-07 16:07:47,0
